Date,Open,High,Low,Close,Adj Close,Volume
15/04/2020,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5208000000
16/04/2020,2799.340088,2806.51001,2764.320068,2799.550049,2799.550049,5228810000
17/04/2020,2842.429932,2879.219971,2830.879883,2874.560059,2874.560059,5804810000
20/04/2020,2845.620117,2868.97998,2820.429932,2823.159912,2823.159912,5228630000
21/04/2020,2784.810059,2785.540039,2727.100098,2736.560059,2736.560059,5121010000
22/04/2020,2787.889893,2815.100098,2775.949951,2799.310059,2799.310059,5084920000
23/04/2020,2810.419922,2844.899902,2794.26001,2797.800049,2797.800049,5773530000
24/04/2020,2812.639893,2842.709961,2791.76001,2836.73999,2836.73999,5382810000
27/04/2020,2854.649902,2887.719971,2852.889893,2878.47998,2878.47998,5203930000
28/04/2020,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5691160000
29/04/2020,2918.459961,2954.860107,2912.159912,2939.51001,2939.51001,6645640000
30/04/2020,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6544980000
01/05/2020,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4759810000
04/05/2020,2815.01001,2844.23999,2797.850098,2842.73999,2842.73999,4735930000
05/05/2020,2868.879883,2898.22998,2863.550049,2868.439941,2868.439941,5140290000
06/05/2020,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4892570000
07/05/2020,2878.26001,2901.919922,2876.47998,2881.189941,2881.189941,5178790000
08/05/2020,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4876030000
11/05/2020,2915.459961,2944.25,2903.439941,2930.189941,2930.189941,4819730000
12/05/2020,2939.5,2945.820068,2869.590088,2870.120117,2870.120117,5119630000
13/05/2020,2865.860107,2874.139893,2793.149902,2820,2820,6151650000
14/05/2020,2794.540039,2852.800049,2766.639893,2852.5,2852.5,5651130000
15/05/2020,2829.949951,2865.01001,2816.780029,2863.699951,2863.699951,5507700000
18/05/2020,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6373670000
19/05/2020,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4984330000
20/05/2020,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,5005380000
21/05/2020,2969.949951,2978.5,2938.570068,2948.51001,2948.51001,4976620000
22/05/2020,2948.050049,2956.76001,2933.590088,2955.449951,2955.449951,3970860000
26/05/2020,3004.080078,3021.719971,2988.169922,2991.77002,2991.77002,5848500000
27/05/2020,3015.649902,3036.25,2969.75,3036.129883,3036.129883,6398000000
28/05/2020,3046.610107,3068.669922,3023.399902,3029.72998,3029.72998,5447020000
29/05/2020,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7297550000
01/06/2020,3038.780029,3062.179932,3031.540039,3055.72998,3055.72998,4684170000
02/06/2020,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5197150000
03/06/2020,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,6005560000
04/06/2020,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6451290000
05/06/2020,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8639300000
08/06/2020,3199.919922,3233.129883,3196,3232.389893,3232.389893,8498300000
09/06/2020,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6410930000
10/06/2020,3213.419922,3223.27002,3181.48999,3190.139893,3190.139893,6598870000
11/06/2020,3123.530029,3123.530029,2999.48999,3002.100098,3002.100098,7037320000
12/06/2020,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5845330000
15/06/2020,2993.76001,3079.76001,2965.659912,3066.590088,3066.590088,5757480000
16/06/2020,3131,3153.449951,3076.060059,3124.73999,3124.73999,5845810000
17/06/2020,3136.129883,3141.159912,3108.030029,3113.48999,3113.48999,4560450000
18/06/2020,3101.639893,3120,3093.51001,3115.340088,3115.340088,4448690000
19/06/2020,3140.290039,3155.530029,3083.110107,3097.73999,3097.73999,8346650000
22/06/2020,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4686690000
23/06/2020,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4711850000
24/06/2020,3114.399902,3115.01001,3032.129883,3050.330078,3050.330078,5597680000
25/06/2020,3046.600098,3086.25,3024.01001,3083.76001,3083.76001,4847690000
26/06/2020,3073.199951,3073.72998,3004.629883,3009.050049,3009.050049,8107850000
29/06/2020,3018.590088,3053.889893,2999.73999,3053.23999,3053.23999,4473970000
30/06/2020,3050.199951,3111.51001,3047.830078,3100.290039,3100.290039,4705850000
01/07/2020,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4449230000
02/07/2020,3143.639893,3165.810059,3124.52002,3130.01001,3130.01001,4197720000
06/07/2020,3155.290039,3182.590088,3155.290039,3179.719971,3179.719971,4759160000
07/07/2020,3166.439941,3184.149902,3142.929932,3145.320068,3145.320068,4571330000
08/07/2020,3153.070068,3171.800049,3136.530029,3169.939941,3169.939941,4937310000
09/07/2020,3176.169922,3179.780029,3115.699951,3152.050049,3152.050049,4843650000
10/07/2020,3152.469971,3186.820068,3136.219971,3185.040039,3185.040039,4524190000
13/07/2020,3205.080078,3235.320068,3149.429932,3155.219971,3155.219971,4902440000
14/07/2020,3141.110107,3200.949951,3127.659912,3197.52002,3197.52002,4507140000
15/07/2020,3225.97998,3238.280029,3200.76001,3226.560059,3226.560059,4686830000
16/07/2020,3208.360107,3220.389893,3198.590088,3215.570068,3215.570068,3972860000
17/07/2020,3224.209961,3233.52002,3205.649902,3224.72998,3224.72998,4012850000
20/07/2020,3224.290039,3258.610107,3215.159912,3251.840088,3251.840088,3979340000
21/07/2020,3268.52002,3277.290039,3247.77002,3257.300049,3257.300049,4556610000
22/07/2020,3254.860107,3279.320068,3253.100098,3276.02002,3276.02002,4267160000
23/07/2020,3271.639893,3279.98999,3222.659912,3235.659912,3235.659912,4296760000
24/07/2020,3218.580078,3227.26001,3200.050049,3215.629883,3215.629883,3689410000
27/07/2020,3219.840088,3241.429932,3214.25,3239.409912,3239.409912,3970310000
28/07/2020,3234.27002,3243.719971,3216.169922,3218.439941,3218.439941,4053180000
29/07/2020,3227.219971,3264.73999,3227.219971,3258.439941,3258.439941,4478200000
30/07/2020,3231.76001,3250.919922,3204.129883,3246.219971,3246.219971,4264920000
31/07/2020,3270.449951,3272.169922,3220.26001,3271.120117,3271.120117,5007530000
03/08/2020,3288.26001,3302.72998,3284.530029,3294.610107,3294.610107,4438940000
04/08/2020,3289.919922,3306.840088,3286.370117,3306.51001,3306.51001,4414380000
05/08/2020,3317.370117,3330.77002,3317.370117,3327.77002,3327.77002,4535060000
06/08/2020,3323.169922,3351.030029,3318.139893,3349.159912,3349.159912,4278930000
07/08/2020,3340.050049,3352.540039,3328.719971,3351.280029,3351.280029,4110030000
10/08/2020,3356.040039,3363.290039,3335.439941,3360.469971,3360.469971,4327920000
11/08/2020,3370.340088,3381.01001,3326.439941,3333.689941,3333.689941,4880540000
12/08/2020,3355.459961,3387.889893,3355.459961,3380.350098,3380.350098,3772250000
13/08/2020,3372.949951,3387.23999,3363.350098,3373.429932,3373.429932,3438730000
14/08/2020,3368.659912,3378.51001,3361.639893,3372.850098,3372.850098,3200060000
17/08/2020,3380.860107,3387.590088,3379.219971,3381.98999,3381.98999,3460330000
18/08/2020,3387.040039,3395.060059,3370.149902,3389.780029,3389.780029,3669550000
19/08/2020,3392.51001,3399.540039,3369.659912,3374.850098,3374.850098,3679480000
20/08/2020,3360.47998,3390.800049,3354.689941,3385.51001,3385.51001,3431040000
21/08/2020,3386.01001,3399.959961,3379.310059,3397.159912,3397.159912,3505010000
24/08/2020,3418.090088,3432.090088,3413.129883,3431.280029,3431.280029,3743410000
25/08/2020,3435.949951,3444.209961,3425.840088,3443.620117,3443.620117,3627650000
26/08/2020,3449.969971,3481.070068,3444.149902,3478.72998,3478.72998,3780530000
27/08/2020,3485.139893,3501.379883,3468.350098,3484.550049,3484.550049,3955890000
28/08/2020,3494.689941,3509.22998,3484.320068,3508.01001,3508.01001,3868510000
31/08/2020,3509.72998,3514.77002,3493.25,3500.310059,3500.310059,4348280000
01/09/2020,3507.439941,3528.030029,3494.600098,3526.649902,3526.649902,4101490000
02/09/2020,3543.76001,3588.110107,3535.22998,3580.840088,3580.840088,4295640000
03/09/2020,3564.73999,3564.850098,3427.409912,3455.060059,3455.060059,4911830000
04/09/2020,3453.600098,3479.149902,3349.629883,3426.959961,3426.959961,4438720000
08/09/2020,3371.879883,3379.969971,3329.27002,3331.840088,3331.840088,4694330000
09/09/2020,3369.820068,3424.77002,3366.840088,3398.959961,3398.959961,3932520000
10/09/2020,3412.560059,3425.550049,3329.25,3339.189941,3339.189941,4208630000
11/09/2020,3352.699951,3368.949951,3310.469971,3340.969971,3340.969971,3710090000
14/09/2020,3363.560059,3402.929932,3363.560059,3383.540039,3383.540039,3839580000
15/09/2020,3407.72998,3419.47998,3389.25,3401.199951,3401.199951,4057190000
16/09/2020,3411.22998,3428.919922,3384.449951,3385.48999,3385.48999,4718900000
17/09/2020,3346.860107,3375.169922,3328.820068,3357.01001,3357.01001,4379840000
18/09/2020,3357.379883,3362.27002,3292.399902,3319.469971,3319.469971,7076400000
21/09/2020,3285.570068,3285.570068,3229.100098,3281.060059,3281.060059,4836070000
22/09/2020,3295.75,3320.310059,3270.949951,3315.570068,3315.570068,3974510000
23/09/2020,3320.110107,3323.350098,3232.570068,3236.919922,3236.919922,4378650000
24/09/2020,3226.139893,3278.699951,3209.449951,3246.590088,3246.590088,4601920000
25/09/2020,3236.659912,3306.879883,3228.439941,3298.459961,3298.459961,3803330000
28/09/2020,3333.899902,3360.73999,3332.909912,3351.600098,3351.600098,3950910000
29/09/2020,3350.919922,3357.919922,3327.540039,3335.469971,3335.469971,3661590000
30/09/2020,3341.209961,3393.560059,3340.469971,3363,3363,4738640000
01/10/2020,3385.870117,3397.179932,3361.389893,3380.800049,3380.800049,4076340000
02/10/2020,3338.939941,3369.100098,3323.689941,3348.419922,3348.419922,3975180000
05/10/2020,3367.27002,3409.570068,3367.27002,3408.600098,3408.600098,3692720000
06/10/2020,3408.73999,3431.560059,3354.540039,3360.969971,3360.969971,4453390000
07/10/2020,3384.560059,3426.26001,3384.560059,3419.439941,3419.439941,3814750000
08/10/2020,3434.280029,3447.280029,3428.149902,3446.830078,3446.830078,3867640000
09/10/2020,3459.669922,3482.340088,3458.070068,3477.139893,3477.139893,3944090000
12/10/2020,3500.02002,3549.850098,3499.610107,3534.219971,3534.219971,3435760000
13/10/2020,3534.01001,3534.01001,3500.860107,3511.929932,3511.929932,3611100000
14/10/2020,3515.469971,3527.939941,3480.550049,3488.669922,3488.669922,3858510000
15/10/2020,3453.719971,3489.080078,3440.889893,3483.340088,3483.340088,3724550000
16/10/2020,3493.5,3515.76001,3480.449951,3483.810059,3483.810059,4688030000
19/10/2020,3493.659912,3502.419922,3419.929932,3426.919922,3426.919922,4091080000
20/10/2020,3439.379883,3476.929932,3435.649902,3443.120117,3443.120117,3917850000
21/10/2020,3439.909912,3464.860107,3433.060059,3435.560059,3435.560059,4103960000
22/10/2020,3438.5,3460.530029,3415.340088,3453.48999,3453.48999,4172060000
23/10/2020,3464.899902,3466.459961,3440.449951,3465.389893,3465.389893,3651600000
26/10/2020,3441.419922,3441.419922,3364.860107,3400.969971,3400.969971,4002210000
27/10/2020,3403.149902,3409.51001,3388.709961,3390.679932,3390.679932,3962400000
28/10/2020,3342.47998,3342.47998,3268.889893,3271.030029,3271.030029,5139970000
29/10/2020,3277.169922,3341.050049,3259.820068,3310.110107,3310.110107,4911860000
30/10/2020,3293.590088,3304.929932,3233.939941,3269.959961,3269.959961,4843930000
02/11/2020,3296.199951,3330.139893,3279.73999,3310.23999,3310.23999,4314690000
03/11/2020,3336.25,3389.48999,3336.25,3369.159912,3369.159912,4241380000
04/11/2020,3406.459961,3486.25,3405.169922,3443.439941,3443.439941,4790400000
05/11/2020,3485.73999,3529.050049,3485.73999,3510.449951,3510.449951,4858150000
06/11/2020,3508.340088,3521.580078,3484.340088,3509.439941,3509.439941,4842460000
09/11/2020,3583.040039,3645.98999,3547.47998,3550.5,3550.5,8570510000
10/11/2020,3543.26001,3557.219971,3511.909912,3545.530029,3545.530029,6037470000
11/11/2020,3563.219971,3581.159912,3557,3572.659912,3572.659912,4635560000
12/11/2020,3562.669922,3569.02002,3518.580078,3537.01001,3537.01001,4909660000
13/11/2020,3552.570068,3593.659912,3552.570068,3585.149902,3585.149902,4719580000
16/11/2020,3600.159912,3628.51001,3600.159912,3626.909912,3626.909912,5295510000
17/11/2020,3610.310059,3623.110107,3588.679932,3609.530029,3609.530029,4812180000
18/11/2020,3612.090088,3619.090088,3567.330078,3567.790039,3567.790039,5284810000
19/11/2020,3559.409912,3585.219971,3543.840088,3581.870117,3581.870117,4363370000
20/11/2020,3579.310059,3581.22998,3556.850098,3557.540039,3557.540039,4236370000
23/11/2020,3566.820068,3589.810059,3552.77002,3577.590088,3577.590088,5057550000
24/11/2020,3594.52002,3642.310059,3594.52002,3635.409912,3635.409912,6280290000
25/11/2020,3635.5,3635.5,3617.76001,3629.649902,3629.649902,4910440000
27/11/2020,3638.550049,3644.310059,3629.330078,3638.350098,3638.350098,2778390000
30/11/2020,3634.179932,3634.179932,3594.389893,3621.629883,3621.629883,6308410000
01/12/2020,3645.870117,3678.449951,3645.870117,3662.449951,3662.449951,5418480000
02/12/2020,3653.780029,3670.959961,3644.840088,3669.01001,3669.01001,5041250000
03/12/2020,3668.280029,3682.72998,3657.169922,3666.719971,3666.719971,5065340000
04/12/2020,3670.939941,3699.199951,3670.939941,3699.120117,3699.120117,5099620000
07/12/2020,3694.72998,3697.409912,3678.879883,3691.959961,3691.959961,4804500000
08/12/2020,3683.050049,3708.449951,3678.830078,3702.25,3702.25,4584390000
09/12/2020,3705.97998,3712.389893,3660.540039,3672.820068,3672.820068,5232800000
10/12/2020,3659.129883,3678.48999,3645.179932,3668.100098,3668.100098,4658480000
11/12/2020,3656.080078,3665.909912,3633.399902,3663.459961,3663.459961,4375470000
14/12/2020,3675.27002,3697.610107,3645.840088,3647.48999,3647.48999,4623850000
15/12/2020,3666.409912,3695.290039,3659.620117,3694.620117,3694.620117,4387080000
16/12/2020,3696.25,3711.27002,3688.570068,3701.169922,3701.169922,4067040000
17/12/2020,3713.649902,3725.120117,3710.870117,3722.47998,3722.47998,4192810000
18/12/2020,3722.389893,3726.699951,3685.840088,3709.409912,3709.409912,7097100000
21/12/2020,3684.280029,3702.899902,3636.47998,3694.919922,3694.919922,4748580000
22/12/2020,3698.080078,3698.26001,3676.159912,3687.26001,3687.26001,4053310000
23/12/2020,3693.419922,3711.23999,3689.280029,3690.01001,3690.01001,3779160000
24/12/2020,3694.030029,3703.820068,3689.320068,3703.060059,3703.060059,1883780000
28/12/2020,3723.030029,3740.51001,3723.030029,3735.360107,3735.360107,3535460000
29/12/2020,3750.01001,3756.120117,3723.310059,3727.040039,3727.040039,3393290000
30/12/2020,3736.189941,3744.629883,3730.209961,3732.040039,3732.040039,3154850000
31/12/2020,3733.27002,3760.199951,3726.879883,3756.070068,3756.070068,3179040000
04/01/2021,3764.610107,3769.98999,3662.709961,3700.649902,3700.649902,5015000000
05/01/2021,3698.02002,3737.830078,3695.070068,3726.860107,3726.860107,4591020000
06/01/2021,3712.199951,3783.040039,3705.340088,3748.139893,3748.139893,6064110000
07/01/2021,3764.709961,3811.550049,3764.709961,3803.790039,3803.790039,5099160000
08/01/2021,3815.050049,3826.689941,3783.600098,3824.679932,3824.679932,4773040000
11/01/2021,3803.139893,3817.860107,3789.02002,3799.610107,3799.610107,4465430000
12/01/2021,3801.620117,3810.780029,3776.51001,3801.189941,3801.189941,4994950000
13/01/2021,3802.22998,3820.959961,3791.5,3809.840088,3809.840088,4602510000
14/01/2021,3814.97998,3823.600098,3792.860107,3795.540039,3795.540039,5198480000
15/01/2021,3788.72998,3788.72998,3749.620117,3768.25,3768.25,5369820000
19/01/2021,3781.879883,3804.530029,3780.370117,3798.909912,3798.909912,5014440000
20/01/2021,3816.219971,3859.75,3816.219971,3851.850098,3851.850098,4566190000
21/01/2021,3857.459961,3861.449951,3845.050049,3853.070068,3853.070068,4501760000
22/01/2021,3844.23999,3852.310059,3830.409912,3841.469971,3841.469971,5110890000
25/01/2021,3851.679932,3859.22998,3797.159912,3855.360107,3855.360107,7000840000
26/01/2021,3862.959961,3870.899902,3847.780029,3849.620117,3849.620117,6137500000
27/01/2021,3836.830078,3836.830078,3732.47998,3750.77002,3750.77002,9976520000
28/01/2021,3755.75,3830.5,3755.75,3787.379883,3787.379883,6992770000
29/01/2021,3778.050049,3778.050049,3694.120117,3714.23999,3714.23999,6643370000
01/02/2021,3731.169922,3784.320068,3725.620117,3773.860107,3773.860107,5436230000
02/02/2021,3791.840088,3843.090088,3791.840088,3826.310059,3826.310059,5514090000
03/02/2021,3840.27002,3847.51001,3816.679932,3830.169922,3830.169922,4864870000
04/02/2021,3836.659912,3872.419922,3836.659912,3871.73999,3871.73999,4879240000
05/02/2021,3878.300049,3894.560059,3874.929932,3886.830078,3886.830078,4879470000
08/02/2021,3892.590088,3915.77002,3892.590088,3915.590088,3915.590088,4648360000
09/02/2021,3910.48999,3918.350098,3902.639893,3911.22998,3911.22998,4568320000
10/02/2021,3920.780029,3931.5,3884.939941,3909.879883,3909.879883,4837070000
11/02/2021,3916.399902,3925.98999,3890.389893,3916.379883,3916.379883,4590960000
12/02/2021,3911.649902,3937.22998,3905.780029,3934.830078,3934.830078,4135060000
16/02/2021,3939.610107,3950.429932,3923.850098,3932.590088,3932.590088,5058990000
17/02/2021,3918.5,3933.610107,3900.429932,3931.330078,3931.330078,4730650000
18/02/2021,3915.860107,3921.97998,3885.030029,3913.969971,3913.969971,4793650000
19/02/2021,3921.159912,3930.409912,3903.070068,3906.709961,3906.709961,4845320000
22/02/2021,3885.550049,3902.919922,3874.709961,3876.5,3876.5,5917100000
23/02/2021,3857.070068,3895.97998,3805.590088,3881.370117,3881.370117,6296610000
24/02/2021,3873.709961,3928.649902,3859.600098,3925.429932,3925.429932,6012790000
25/02/2021,3915.800049,3925.02002,3814.040039,3829.340088,3829.340088,6547470000
26/02/2021,3839.659912,3861.080078,3789.540039,3811.149902,3811.149902,6526070000
01/03/2021,3842.51001,3914.5,3842.51001,3901.820068,3901.820068,5114820000
02/03/2021,3903.639893,3906.409912,3868.570068,3870.290039,3870.290039,5536010000
03/03/2021,3863.98999,3874.469971,3818.860107,3819.719971,3819.719971,6173660000
04/03/2021,3818.530029,3843.669922,3723.340088,3768.469971,3768.469971,7195400000
05/03/2021,3793.580078,3851.689941,3730.189941,3841.939941,3841.939941,6851070000
08/03/2021,3844.389893,3881.060059,3819.25,3821.350098,3821.350098,5871710000
09/03/2021,3851.929932,3903.76001,3851.929932,3875.439941,3875.439941,5513560000
10/03/2021,3891.98999,3917.350098,3885.72998,3898.810059,3898.810059,5847380000
11/03/2021,3915.540039,3960.27002,3915.540039,3939.340088,3939.340088,5312880000
12/03/2021,3924.52002,3944.98999,3915.209961,3943.340088,3943.340088,4476280000
15/03/2021,3942.959961,3970.080078,3923.540039,3968.939941,3968.939941,4900100000
16/03/2021,3973.590088,3981.040039,3953.439941,3962.709961,3962.709961,4613080000
17/03/2021,3949.570068,3983.870117,3935.73999,3974.120117,3974.120117,4561660000
18/03/2021,3953.5,3969.620117,3910.860107,3915.459961,3915.459961,5118590000
19/03/2021,3913.139893,3930.120117,3886.75,3913.100098,3913.100098,7757420000
22/03/2021,3916.47998,3955.310059,3914.159912,3940.590088,3940.590088,4316260000
23/03/2021,3937.600098,3949.129883,3901.570068,3910.52002,3910.52002,4669010000
24/03/2021,3919.929932,3942.080078,3889.070068,3889.139893,3889.139893,4783020000
25/03/2021,3879.340088,3919.540039,3853.5,3909.52002,3909.52002,4948340000
26/03/2021,3917.120117,3978.189941,3917.120117,3974.540039,3974.540039,5483160000
29/03/2021,3969.310059,3981.830078,3943.25,3971.090088,3971.090088,4628180000
30/03/2021,3963.340088,3968.01001,3944.350098,3958.550049,3958.550049,4121510000
31/03/2021,3967.25,3994.409912,3966.97998,3972.889893,3972.889893,4578050000
01/04/2021,3992.780029,4020.629883,3992.780029,4019.870117,4019.870117,4162130000
05/04/2021,4034.439941,4083.419922,4034.439941,4077.909912,4077.909912,4005030000
06/04/2021,4075.570068,4086.22998,4068.139893,4073.939941,4073.939941,4081270000
07/04/2021,4074.290039,4083.129883,4068.310059,4079.949951,4079.949951,4120810000
08/04/2021,4089.949951,4098.189941,4082.540039,4097.169922,4097.169922,3907100000
09/04/2021,4096.109863,4129.47998,4095.51001,4128.799805,4128.799805,3640390000
12/04/2021,4124.709961,4131.759766,4114.819824,4127.990234,4127.990234,3588900000
13/04/2021,4130.100098,4148,4124.430176,4141.589844,4141.589844,3734720000
14/04/2021,4141.580078,4151.689941,4120.870117,4124.660156,4124.660156,3985350000
15/04/2021,4139.759766,4173.490234,4139.759766,4170.419922,4170.419922,4033420000
16/04/2021,4174.140137,4191.310059,4170.75,4185.470215,4185.470215,4163820000
19/04/2021,4179.799805,4180.810059,4150.470215,4163.259766,4163.259766,3810290000
20/04/2021,4159.180176,4159.180176,4118.379883,4134.939941,4134.939941,4342650000
21/04/2021,4128.419922,4175.02002,4126.350098,4173.419922,4173.419922,3887250000
22/04/2021,4170.459961,4179.569824,4123.689941,4134.97998,4134.97998,4245140000
23/04/2021,4138.779785,4194.169922,4138.779785,4180.169922,4180.169922,3569880000
26/04/2021,4185.029785,4194.189941,4182.359863,4187.620117,4187.620117,3748320000
27/04/2021,4188.25,4193.350098,4176.220215,4186.720215,4186.720215,3710700000
28/04/2021,4185.140137,4201.529785,4181.779785,4183.180176,4183.180176,3787360000
29/04/2021,4206.140137,4218.779785,4176.810059,4211.470215,4211.470215,4298680000
30/04/2021,4198.100098,4198.100098,4174.850098,4181.169922,4181.169922,4300880000
03/05/2021,4191.97998,4209.390137,4188.029785,4192.660156,4192.660156,4070220000
04/05/2021,4179.040039,4179.040039,4128.589844,4164.660156,4164.660156,4452460000
05/05/2021,4177.060059,4187.720215,4160.939941,4167.589844,4167.589844,4230920000
06/05/2021,4169.140137,4202.700195,4147.330078,4201.620117,4201.620117,4511000000
07/05/2021,4210.339844,4238.040039,4201.640137,4232.600098,4232.600098,4016080000
10/05/2021,4228.290039,4236.390137,4188.129883,4188.430176,4188.430176,4560700000
11/05/2021,4150.339844,4162.040039,4111.529785,4152.100098,4152.100098,4870710000
12/05/2021,4130.549805,4134.72998,4056.879883,4063.040039,4063.040039,4733070000
13/05/2021,4074.98999,4131.580078,4074.98999,4112.5,4112.5,4779540000
14/05/2021,4129.580078,4183.129883,4129.580078,4173.850098,4173.850098,4008880000
17/05/2021,4169.919922,4171.919922,4142.689941,4163.290039,4163.290039,4125050000
18/05/2021,4165.939941,4169.149902,4125.990234,4127.830078,4127.830078,4398150000
19/05/2021,4098.450195,4116.930176,4061.409912,4115.680176,4115.680176,4247450000
20/05/2021,4121.970215,4172.799805,4121.970215,4159.120117,4159.120117,3978880000
21/05/2021,4168.609863,4188.720215,4151.720215,4155.859863,4155.859863,3995250000
24/05/2021,4170.160156,4209.52002,4170.160156,4197.049805,4197.049805,3684800000
25/05/2021,4205.939941,4213.419922,4182.52002,4188.129883,4188.129883,4182250000
26/05/2021,4191.589844,4202.609863,4184.109863,4195.990234,4195.990234,4420890000
27/05/2021,4201.939941,4213.379883,4197.779785,4200.879883,4200.879883,6406310000
28/05/2021,4210.77002,4218.359863,4203.569824,4204.109863,4204.109863,4649250000
01/06/2021,4216.52002,4234.120117,4197.589844,4202.040039,4202.040039,5074670000
02/06/2021,4206.819824,4217.370117,4198.27002,4208.120117,4208.120117,5833670000
03/06/2021,4191.430176,4204.390137,4167.930176,4192.850098,4192.850098,5587970000
04/06/2021,4206.049805,4233.450195,4206.049805,4229.890137,4229.890137,4139790000
07/06/2021,4229.339844,4232.339844,4215.660156,4226.52002,4226.52002,4476920000
08/06/2021,4233.810059,4236.740234,4208.410156,4227.259766,4227.259766,4659620000
09/06/2021,4232.990234,4237.089844,4218.740234,4219.549805,4219.549805,4713260000
10/06/2021,4228.560059,4249.740234,4220.339844,4239.180176,4239.180176,4408210000
11/06/2021,4242.899902,4248.379883,4232.25,4247.439941,4247.439941,3815010000
14/06/2021,4248.310059,4255.589844,4234.069824,4255.149902,4255.149902,4151200000
15/06/2021,4255.279785,4257.160156,4238.350098,4246.589844,4246.589844,4048940000
16/06/2021,4248.870117,4251.890137,4202.450195,4223.700195,4223.700195,4538350000
17/06/2021,4220.370117,4232.290039,4196.049805,4221.859863,4221.859863,5312680000
18/06/2021,4204.779785,4204.779785,4164.399902,4166.450195,4166.450195,6817010000
21/06/2021,4173.399902,4226.240234,4173.399902,4224.790039,4224.790039,4128950000
22/06/2021,4224.609863,4255.839844,4217.27002,4246.439941,4246.439941,3828390000
23/06/2021,4249.27002,4256.600098,4241.430176,4241.839844,4241.839844,3730350000
24/06/2021,4256.970215,4271.279785,4256.970215,4266.490234,4266.490234,3816660000
25/06/2021,4274.450195,4286.120117,4271.160156,4280.700195,4280.700195,7341450000
28/06/2021,4284.899902,4292.140137,4274.669922,4290.609863,4290.609863,4147890000
29/06/2021,4293.209961,4300.52002,4287.040039,4291.799805,4291.799805,3707150000
30/06/2021,4290.649902,4302.430176,4287.959961,4297.5,4297.5,4266040000
01/07/2021,4300.72998,4320.660156,4300.72998,4319.939941,4319.939941,3788230000
02/07/2021,4326.600098,4355.430176,4326.600098,4352.339844,4352.339844,3225840000
06/07/2021,4356.459961,4356.459961,4314.370117,4343.540039,4343.540039,4309570000
07/07/2021,4351.009766,4361.879883,4329.790039,4358.129883,4358.129883,4037380000
08/07/2021,4321.069824,4330.879883,4289.370117,4320.819824,4320.819824,4347500000
09/07/2021,4329.379883,4371.600098,4329.379883,4369.549805,4369.549805,3531120000
12/07/2021,4372.410156,4386.680176,4364.029785,4384.629883,4384.629883,3384460000
13/07/2021,4381.069824,4392.370117,4366.919922,4369.209961,4369.209961,3695430000
14/07/2021,4380.109863,4393.680176,4362.359863,4374.299805,4374.299805,4006370000
15/07/2021,4369.02002,4369.02002,4340.700195,4360.029785,4360.029785,3905230000
16/07/2021,4367.430176,4375.089844,4322.529785,4327.160156,4327.160156,3985700000
19/07/2021,4296.399902,4296.399902,4233.129883,4258.490234,4258.490234,5157660000
20/07/2021,4265.109863,4336.839844,4262.049805,4323.060059,4323.060059,4438270000
21/07/2021,4331.129883,4359.700195,4331.129883,4358.689941,4358.689941,3810280000
22/07/2021,4361.27002,4369.870117,4350.060059,4367.47998,4367.47998,3358300000
23/07/2021,4381.200195,4415.180176,4381.200195,4411.790039,4411.790039,4540070000
26/07/2021,4409.580078,4422.72998,4405.450195,4422.299805,4422.299805,4275630000
27/07/2021,4416.379883,4416.379883,4372.509766,4401.459961,4401.459961,4241950000
28/07/2021,4402.950195,4415.470215,4387.009766,4400.640137,4400.640137,4215290000
29/07/2021,4403.589844,4429.970215,4403.589844,4419.149902,4419.149902,4044600000
30/07/2021,4395.120117,4412.25,4389.649902,4395.259766,4395.259766,3956740000
02/08/2021,4406.859863,4422.180176,4384.810059,4387.160156,4387.160156,3724090000
03/08/2021,4392.740234,4423.790039,4373,4423.149902,4423.149902,3965190000
04/08/2021,4415.950195,4416.169922,4400.22998,4402.660156,4402.660156,4260760000
05/08/2021,4408.859863,4429.759766,4408.859863,4429.100098,4429.100098,3769410000
06/08/2021,4429.069824,4440.819824,4429.069824,4436.52002,4436.52002,3451870000
09/08/2021,4437.77002,4439.390137,4424.740234,4432.350098,4432.350098,3449280000
10/08/2021,4435.790039,4445.209961,4430.029785,4436.75,4436.75,3886610000
